
====================== ANALISI DEL GRAFO webGoogle ======================

numero di archi: 5105039	numero di vertici: 875713
	- Tasso di decrescita del numero di componenti biconnesse: -17.193%
	- Tasso di decrescita del numero di vertici di taglio: -24.644%

| LIV. CORENESS |			|# COMPONENTI CONNESSE|			|# BLOCCHI|			|# CUT-VERTEX|			|# NUOVI CV|			|# BLOCCHI 1 EDGE|

		1							2746							175274						61986						0						12022
		2							1005							38029						18547						13140						4070
		3							587							6861						5332						2108						1329
		4							631							4530						3444						1075						881
		5							577							3531						2650						909						637
		6							733							3247						2284						756						525
		7							566							2743						1957						664						414
		8							668							2691						1833						578						422
		9							555							2326						1572						515						357
		10							674							2356						1487						442						394
		11							515							1907						1195						360						288
		12							594							1897						1136						286						290
		13							465							1601						940						254						232
		14							522							1649						931						226						268
		15							402							1374						758						149						205
		16							446							1374						730						145						209
		17							365							1149						584						100						152
		18							399							1132						559						107						161
		19							330							1041						475						80						147
		20							346							1023						454						79						150
		21							289							852						360						46						102
		22							302							858						345						60						106
		23							244							746						283						26						79
		24							270							741						255						33						80
		25							224							677						215						28						75
		26							220							614						195						7						68
		27							181							558						180						20						62
		28							188							510						158						9						50
		29							146							436						144						4						40
		30							155							389						120						5						37
		31							121							316						96						6						25
		32							156							259						56						2						13
		33							129							223						51						9						15
		34							135							196						39						2						14
		35							93							148						28						3						18
		36							95							129						18						0						12
		37							61							67						5						0						0
		38							54							55						1						0						0
		39							21							22						1						0						0
		40							18							18						0						0						0
		41							10							10						0						0						0
		42							8							8						0						0						0
		43							6							6						0						0						0
		44							5							5						0						0						0
		45							4							4						0						0						0
		46							4							4						0						0						0
		47							3							3						0						0						0
		48							2							2						0						0						0
		49							2							2						0						0						0
		50							2							2						0						0						0
		51							2							2						0						0						0
		52							2							2						0						0						0
		53							2							2						0						0						0
		54							2							2						0						0						0
		55							2							2						0						0						0
		56							2							2						0						0						0
		57							2							2						0						0						0
		58							2							2						0						0						0
		59							2							2						0						0						0
		60							2							2						0						0						0
		61							1							1						0						0						0
		62							1							1						0						0						0
		63							1							1						0						0						0
		64							1							1						0						0						0
